Animal ID,Name,Outcome Date,Outcome Time,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A711966,Heidi,09/20/15,2:47PM,Adoption,,Dog,Spayed Female,11 months,Blue Lacy Mix,Tan/White
A711607,*Bosco,09/20/15,2:50PM,Adoption,,Cat,Neutered Male,2 months,Manx Mix,White/Black
A711603,*Belle,09/20/15,3:05PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A711604,*Benny,09/20/15,3:07PM,Adoption,,Cat,Neutered Male,2 months,Manx Mix,Black
A709638,Logan,09/20/15,3:34PM,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Cream Tabby
A706138,Jerry,09/20/15,3:50PM,Adoption,,Cat,Spayed Female,4 months,Domestic Longhair Mix,Black/White
A711459,*Hershey,09/20/15,3:53PM,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Chocolate/White
A712193,,09/20/15,4:01PM,Euthanasia,Suffering,Dog,Intact Male,10 years,Boxer Mix,White/Black
A711867,*Michelle,09/20/15,4:13PM,Transfer,Partner,Dog,Intact Female,10 months,Bruss Griffon Mix,White
A709639,*Goku,09/20/15,4:13PM,Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever Mix,Yellow
A711866,*Maricela,09/20/15,4:13PM,Transfer,Partner,Dog,Intact Female,5 months,Bruss Griffon Mix,Blue Merle/Black
A711798,*Ollie,09/20/15,4:14PM,Transfer,Partner,Dog,Neutered Male,5 months,Rat Terrier Mix,White/Black
A711791,*Bernie,09/20/15,4:14PM,Transfer,Partner,Dog,Neutered Male,4 months,Pointer Mix,White/Black
A711493,,09/20/15,4:14PM,Transfer,Partner,Dog,Neutered Male,1 month,Plott Hound Mix,Brown
A711924,*Bean,09/20/15,4:52PM,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A707048,Charlie,09/20/15,4:54PM,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A698372,*Georgia,09/20/15,4:56PM,Adoption,,Dog,Spayed Female,2 years,Vizsla Mix,Brown/White
A648685,Hog,09/20/15,5:06PM,Return to Owner,,Dog,Neutered Male,4 years,Pit Bull Mix,Brown Brindle/White
A712076,Lolita,09/20/15,5:16PM,Adoption,,Dog,Spayed Female,7 months,Labrador Retriever/Australian Kelpie,Black
A712022,*Murphy,09/20/15,5:21PM,Adoption,,Dog,Neutered Male,1 year,Australian Shepherd Mix,Brown/Black
A698794,*Ivana,09/20/15,5:26PM,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
A711571,Reggie Veggi,09/20/15,5:28PM,Adoption,,Dog,Neutered Male,3 years,Border Collie Mix,Black/White
A711671,,09/20/15,5:41PM,Adoption,,Other,Neutered Male,3 years,Rat Mix,Black/White
A706888,Midnight,09/20/15,5:44PM,Adoption,,Dog,Spayed Female,1 year,Pointer Mix,Black/White
A712045,,09/20/15,5:44PM,Adoption,,Dog,Neutered Male,2 months,German Shepherd/Labrador Retriever,Red/Black
A710637,Quorra,09/20/15,5:55PM,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby/White
A711980,Star,09/20/15,6:03PM,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby
A712046,Canela,09/20/15,6:18PM,Adoption,,Dog,Spayed Female,2 months,German Shepherd/Labrador Retriever,Red/Black
A706807,*Summer,09/20/15,6:20PM,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A712004,Lucky,09/20/15,6:22PM,Adoption,,Dog,Neutered Male,7 years,Jack Russell Terrier Mix,Tricolor
A711995,Tyson,09/20/15,6:26PM,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A711674,*Rusty,09/20/15,6:32PM,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Blue/White
A711675,*Dusty,09/20/15,6:33PM,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Blue/White
A707977,Mia,09/20/15,6:38PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby
A711968,Parker,09/20/15,6:56PM,Adoption,,Dog,Neutered Male,1 year,Brittany Mix,Brown/White
A712283,Frankenstein,09/21/15,11:30AM,Return to Owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby
A712185,Ranger,09/21/15,11:45AM,Return to Owner,,Dog,Intact Male,8 months,German Shepherd Mix,Brown
A712147,Josie,09/21/15,12:04PM,Return to Owner,,Dog,Spayed Female,2 years,German Shepherd Mix,Black
A712292,Peanut,09/21/15,12:18PM,Return to Owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
A710295,*Rza,09/21/15,12:37PM,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Chocolate/White
A711082,Precious,09/21/15,12:39PM,Transfer,Partner,Dog,Intact Female,3 years,Labrador Retriever Mix,Yellow/White
A711081,Spanky,09/21/15,12:41PM,Transfer,Partner,Dog,Intact Male,3 years,Boxer Mix,Yellow Brindle
A708393,*Matilda,09/21/15,12:43PM,Transfer,Partner,Dog,Spayed Female,2 years,Catahoula Mix,Brown Merle
A712074,Momo,09/21/15,12:52PM,Adoption,,Dog,Neutered Male,5 months,Labrador Retriever Mix,Brown
A712310,,09/21/15,1:49PM,Euthanasia,Rabies Risk,Other,Unknown,6 months,Bat Mix,Gray
A712243,,09/21/15,2:16PM,Transfer,Partner,Dog,Neutered Male,7 years,Shih Tzu Mix,Black/White
A606171,Savage,09/21/15,2:21PM,Transfer,Partner,Dog,Spayed Female,4 years,Toy Fox Terrier Mix,White/Black
A711480,Nala,09/21/15,2:37PM,Transfer,Partner,Dog,Spayed Female,2 months,German Shepherd Mix,Sable
A712078,Tula,09/21/15,2:37PM,Transfer,Partner,Dog,Spayed Female,4 months,Siberian Husky/German Shepherd,Tricolor
A711838,Rosco,09/21/15,3:11PM,Transfer,Partner,Cat,Neutered Male,5 years,Maine Coon Mix,Cream Tabby
A711839,*Sondrea,09/21/15,3:11PM,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Longhair Mix,Black/White
A698366,Lola,09/21/15,3:29PM,Return to Owner,,Dog,Intact Female,7 years,Basset Hound,White/Brown
A698367,Dragon,09/21/15,3:30PM,Return to Owner,,Dog,Intact Male,7 years,Basset Hound,White/Tricolor
A712122,*Firefly,09/21/15,3:32PM,Transfer,Partner,Dog,Intact Female,4 months,Dachshund/Chihuahua Shorthair,Tricolor
A711998,,09/21/15,3:36PM,Adoption,,Dog,Spayed Female,1 year,Plott Hound Mix,Black Brindle/White
A704225,Ramona,09/21/15,3:53PM,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Longhair Mix,Black
A709133,*Petra,09/21/15,3:53PM,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black
A708434,*Jonesy,09/21/15,3:54PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A708433,*Junior,09/21/15,3:54PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A710333,*Ricki,09/21/15,3:54PM,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black/White
A710336,*Rydell,09/21/15,3:54PM,Transfer,Partner,Cat,Intact Male,2 months,Domestic Longhair Mix,Brown Tabby/White
A708432,*Jillian,09/21/15,3:54PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A708431,*Jean,09/21/15,3:54PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A710334,*Ralphie,09/21/15,3:54PM,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue
A711120,,09/21/15,3:55PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Orange Tabby
A711592,*Ruby Rose,09/21/15,3:55PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie
A711589,*Rachelle,09/21/15,3:55PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A711123,,09/21/15,3:55PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Tortie
A711122,,09/21/15,3:55PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Orange Tabby
A711119,*Daffodil,09/21/15,3:55PM,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A711124,,09/21/15,3:55PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A711593,*Ryland,09/21/15,3:55PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A711591,*Royston,09/21/15,3:55PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A711590,*Reina,09/21/15,3:55PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A711121,,09/21/15,3:55PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Orange Tabby
A711948,,09/21/15,3:56PM,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A711744,,09/21/15,3:56PM,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A711787,Tigger,09/21/15,3:56PM,Transfer,Partner,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby
A712244,,09/21/15,3:57PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A711952,,09/21/15,3:57PM,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie
A711951,,09/21/15,3:57PM,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie
A711950,,09/21/15,3:57PM,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie
A712245,,09/21/15,3:57PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A712197,,09/21/15,3:57PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A712200,,09/21/15,3:58PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A712198,,09/21/15,3:58PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A712201,,09/21/15,3:58PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A712199,,09/21/15,3:58PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A712202,,09/21/15,3:59PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A712013,Ozzy,09/21/15,4:36PM,Adoption,,Dog,Neutered Male,1 year,Staffordshire Mix,Black/White
A593937,Menie,09/21/15,5:10PM,Return to Owner,,Dog,Spayed Female,5 years,Maltese,White
A710958,*Fiona,09/21/15,5:19PM,Adoption,,Cat,Spayed Female,3 months,Domestic Longhair Mix,Black/White
A712315,Blanca,09/21/15,5:26PM,Return to Owner,,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,Tan/White
A710618,*Toffee,09/21/15,5:50PM,Transfer,Partner,Dog,Neutered Male,8 months,Chihuahua Shorthair Mix,Tan
A712003,*Schotzie,09/21/15,5:55PM,Adoption,,Dog,Spayed Female,3 years,Staffordshire Mix,Black/White
A712035,Sissy,09/21/15,5:57PM,Transfer,Partner,Dog,Spayed Female,2 years,Cairn Terrier Mix,Tan/Brown
A708917,*Dante,09/21/15,6:01PM,Adoption,,Dog,Neutered Male,2 years,American Bulldog/Basset Hound,Black/White
A710972,Leila,09/21/15,6:05PM,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White
A712339,,09/21/15,6:13PM,Euthanasia,Rabies Risk,Other,Intact Male,6 months,Bat,Brown
A705055,*Maggie,09/21/15,6:14PM,Adoption,,Dog,Spayed Female,2 years,Pit Bull/Plott Hound,Brown Brindle/White
A712136,,09/21/15,6:20PM,Adoption,,Dog,Neutered Male,2 years,Havanese Mix,White/Tan
A710128,Garfield,09/21/15,6:26PM,Adoption,,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby
A704821,*Skipper,09/21/15,6:32PM,Adoption,,Dog,Spayed Female,4 months,Chihuahua Longhair Mix,Black/White
A710928,*Henry,09/21/15,6:39PM,Adoption,,Dog,Neutered Male,11 months,Labrador Retriever Mix,Tan/White
A708435,Gertie,09/21/15,6:39PM,Adoption,,Cat,Intact Female,1 month,Siamese,Seal Point
A700964,Chiki,09/21/15,6:49PM,Return to Owner,,Dog,Spayed Female,6 years,Shih Tzu Mix,Gray/White
A711032,*Skipper,09/21/15,6:54PM,Adoption,,Dog,Neutered Male,1 year,Jack Russell Terrier Mix,White/Black
A712150,,09/21/15,7:06PM,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
A712304,,09/22/15,8:12AM,Euthanasia,Rabies Risk,Other,Unknown,3 years,Bat Mix,Brown
A709138,*Belle,09/22/15,8:57AM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Brown Tabby
A712298,,09/22/15,9:00AM,Transfer,SCRP,Cat,Intact Female,7 years,Domestic Shorthair Mix,Black
A712137,Bandit,09/22/15,11:08AM,Adoption,,Dog,Neutered Male,10 months,Border Collie/Pointer,Tricolor
A712316,,09/22/15,11:16AM,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Tortie
A712342,Skyla,09/22/15,11:47AM,Euthanasia,Suffering,Dog,Spayed Female,14 years,Catahoula Mix,Brown Merle
A712376,,09/22/15,12:10PM,Euthanasia,Suffering,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue Tabby
A712207,Gizmo,09/22/15,12:21PM,Transfer,Partner,Dog,Neutered Male,4 years,Shih Tzu Mix,White/Tan
A709749,*Janeane,09/22/15,12:49PM,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A712397,,09/22/15,1:23PM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown
A712399,,09/22/15,1:23PM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown
A712152,Ernie,09/22/15,1:25PM,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A711265,Tigger,09/22/15,1:34PM,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Orange Tabby/White
A712047,*Jasper,09/22/15,1:46PM,Transfer,Partner,Dog,Neutered Male,10 months,Redbone Hound/Australian Cattle Dog,Tricolor
A712151,,09/22/15,1:46PM,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
A711963,Glenn,09/22/15,1:47PM,Transfer,Partner,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Blue Tabby/White
A710073,*Harris,09/22/15,1:47PM,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
A709212,Nala,09/22/15,2:19PM,Adoption,Foster,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Orange Tabby/White
A709661,*Delilah,09/22/15,2:23PM,Adoption,Foster,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Tan/White
A712291,Boomer,09/22/15,3:43PM,Return to Owner,,Dog,Intact Male,4 years,Bloodhound,Red
A712383,,09/22/15,3:57PM,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair Mix,Blue
A712359,,09/22/15,3:57PM,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Cream Tabby
A712358,,09/22/15,3:57PM,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Blue
A712158,,09/22/15,4:55PM,Transfer,Partner,Dog,Neutered Male,4 years,Basset Hound Mix,White/Red
A711949,,09/22/15,5:12PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A490091,Oreo,09/22/15,5:14PM,Euthanasia,Suffering,Dog,Spayed Female,9 years,Pit Bull Mix,Black/White
A707114,Terri,09/22/15,5:23PM,Adoption,,Dog,Neutered Male,1 year,American Staffordshire Terrier Mix,White/Brown Brindle
A712175,,09/22/15,5:46PM,Adoption,,Dog,Neutered Male,1 year,Cocker Spaniel Mix,White/Brown
A712145,,09/22/15,5:50PM,Adoption,,Dog,Neutered Male,3 years,Miniature Schnauzer Mix,Gray
A709413,*Louie,09/22/15,6:07PM,Adoption,,Dog,Neutered Male,2 years,Catahoula Mix,Blue Merle/Tan
A712044,*Owen,09/22/15,6:09PM,Adoption,,Dog,Neutered Male,2 months,German Shepherd/Labrador Retriever,Red/Black
A712275,Sammy,09/22/15,6:16PM,Return to Owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby
A712184,,09/22/15,6:17PM,Adoption,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A712121,*Texas,09/22/15,6:19PM,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Brown Brindle/Tan
A711968,Parker,09/22/15,6:26PM,Adoption,,Dog,Neutered Male,1 year,Brittany Mix,Brown/White
A712346,Cane,09/22/15,6:48PM,Return to Owner,,Dog,Neutered Male,2 years,Siberian Husky/German Shepherd,Black/White
A712344,Thor,09/22/15,6:48PM,Return to Owner,,Dog,Intact Male,3 years,Doberman Pinsch Mix,Black/Tan
A711579,Gigi,09/22/15,7:02PM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A708879,Hambone,09/23/15,7:57AM,Adoption,Foster,Dog,Neutered Male,1 month,Catahoula Mix,White/Black
A711713,*Link,09/23/15,8:42AM,Transfer,Partner,Cat,Intact Male,1 month,Siamese Mix,Lynx Point
A712389,,09/23/15,9:00AM,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A712356,,09/23/15,9:00AM,Transfer,SCRP,Cat,Intact Female,5 months,Domestic Shorthair Mix,Calico
A712424,,09/23/15,9:00AM,Transfer,SCRP,Cat,Unknown,4 months,Domestic Shorthair Mix,White/Blue
A712357,,09/23/15,9:00AM,Transfer,SCRP,Cat,Intact Female,5 months,Domestic Shorthair Mix,Calico
A712377,,09/23/15,9:00AM,Transfer,SCRP,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Brown Tabby/White
A712317,Angel,09/23/15,11:06AM,Return to Owner,,Dog,Spayed Female,1 year,Miniature Poodle/Maltese,White
A708909,*Molly,09/23/15,11:08AM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A708704,*Q.T.,09/23/15,11:08AM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A712236,*Bella,09/23/15,11:45AM,Adoption,,Dog,Spayed Female,2 years,Dachshund Mix,Tan/White
A712352,Sammy,09/23/15,12:00PM,Return to Owner,,Dog,Spayed Female,1 year,Siberian Husky Mix,Black/White
A709115,*Sally,09/23/15,1:06PM,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Fawn/White
A711913,Quinn,09/23/15,1:17PM,Adoption,,Dog,Spayed Female,2 months,German Shepherd Mix,Black/Tan
A712039,Austin,09/23/15,2:37PM,Return to Owner,,Dog,Neutered Male,2 years,Australian Shepherd,Red/Tan
A566618,Dean,09/23/15,2:45PM,Return to Owner,,Dog,Neutered Male,5 years,German Shepherd/Golden Retriever,Brown
A704141,*Harry,09/23/15,2:52PM,Adoption,Foster,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby
A712272,,09/23/15,2:54PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White
A712271,,09/23/15,2:54PM,Transfer,Partner,Cat,Intact Female,1 month,Siamese Mix,Seal Point
A712270,,09/23/15,2:55PM,Transfer,Partner,Cat,Intact Male,1 month,Siamese Mix,Seal Point
A712457,,09/23/15,3:08PM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown
A707710,,09/23/15,3:29PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Silver Tabby
A712054,Hoover,09/23/15,4:15PM,Return to Owner,,Dog,Neutered Male,18 years,Basset Hound Mix,Tricolor
A711535,Kyra,09/23/15,4:31PM,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Fawn/White
A712279,Theodore,09/23/15,4:44PM,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown
A712217,,09/23/15,4:45PM,Transfer,Partner,Dog,Neutered Male,11 months,Maltese Mix,White
A712218,,09/23/15,4:45PM,Transfer,Partner,Dog,Neutered Male,2 years,Maltese Mix,White
A712204,,09/23/15,4:45PM,Transfer,Partner,Dog,Spayed Female,1 year,Miniature Schnauzer Mix,Gray
A660979,Mia,09/23/15,4:45PM,Transfer,Partner,Dog,Spayed Female,4 years,Toy Poodle/Maltese,White
A712335,Arletta,09/23/15,5:12PM,Return to Owner,,Dog,Spayed Female,5 months,Labrador Retriever/Pointer,Black/White
A697976,*Allie,09/23/15,5:18PM,Adoption,,Dog,Spayed Female,2 years,Miniature Pinscher Mix,Black/Tan
A712469,,09/23/15,5:20PM,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Orange Tabby/White
A712481,,09/23/15,5:20PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Brown Tabby
A712468,,09/23/15,5:20PM,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby/White
A712467,,09/23/15,5:20PM,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Black
A712461,,09/23/15,5:20PM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A712466,,09/23/15,5:20PM,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair Mix,Tortie
A712224,,09/23/15,5:32PM,Adoption,,Dog,Neutered Male,8 years,Miniature Schnauzer Mix,Black/White
A712280,Chilito,09/23/15,5:33PM,Return to Owner,,Dog,Neutered Male,10 months,West Highland/Cairn Terrier,White/Gray
A703602,*Hailey,09/23/15,6:20PM,Adoption,Foster,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black
A712234,,09/23/15,6:24PM,Adoption,,Dog,Neutered Male,2 months,Yorkshire Terrier Mix,Black/Tan
A712260,*Jelly Bean,09/23/15,6:31PM,Adoption,,Dog,Spayed Female,4 months,Yorkshire Terrier/Chihuahua Shorthair,Tan/Silver
A712209,,09/23/15,6:40PM,Adoption,,Dog,Neutered Male,1 year,Dachshund Mix,Brown
A711587,*Yolanda,09/23/15,6:46PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A712347,Louis,09/23/15,6:52PM,Return to Owner,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Brown/Black
A710987,Big John,09/23/15,7:05PM,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,White/Brown
A712450,,09/24/15,12:00AM,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tan/White
A712293,,09/24/15,8:05AM,Euthanasia,Suffering,Cat,Intact Male,8 months,Domestic Shorthair Mix,White/Brown Tabby
A712459,,09/24/15,8:10AM,Euthanasia,Rabies Risk,Other,Unknown,6 months,Raccoon,Black/Brown
A712465,,09/24/15,9:00AM,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A712098,Jazz,09/24/15,12:18PM,Adoption,,Dog,Spayed Female,3 years,Rat Terrier Mix,White/Tricolor
A711417,Chavez,09/24/15,12:29PM,Adoption,,Cat,Neutered Male,15 years,Domestic Shorthair Mix,Blue/White
A712132,Rutter,09/24/15,12:31PM,Adoption,,Dog,Neutered Male,11 months,Boxer Mix,Brown
A708697,*Ashleigh,09/24/15,2:06PM,Adoption,,Dog,Spayed Female,2 years,Boxer Mix,Brown Brindle/White
A712284,,09/24/15,2:38PM,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair Mix,Blue Tabby/White
A712405,,09/24/15,2:38PM,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby
A706675,*Veronica,09/24/15,3:35PM,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A712521,,09/24/15,3:57PM,Euthanasia,Rabies Risk,Other,Unknown,2 years,Skunk Mix,Black/White
A712507,Hera,09/24/15,4:13PM,Return to Owner,,Dog,Spayed Female,6 years,Cane Corso,Black
A712186,,09/24/15,4:20PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A661287,Shasta,09/24/15,4:50PM,Adoption,,Dog,Neutered Male,2 years,Great Pyrenees Mix,Buff
A712281,,09/24/15,4:53PM,Adoption,,Dog,Neutered Male,10 months,Rat Terrier Mix,Black/White
A672216,Rambo,09/24/15,5:20PM,Return to Owner,,Dog,Neutered Male,2 years,Doberman Pinsch,Black/Tan
A710309,*Jj,09/24/15,5:50PM,Adoption,,Dog,Neutered Male,2 years,Dalmatian Mix,White/Black
A712409,Dobie,09/24/15,5:54PM,Return to Owner,,Dog,Spayed Female,3 years,Yorkshire Terrier Mix,Silver/Tan
A712261,Skooter,09/24/15,5:59PM,Adoption,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A712082,Fred,09/24/15,6:04PM,Return to Owner,,Dog,Neutered Male,3 years,St. Bernard Smooth Coat Mix,Brown/White
A712526,,09/24/15,6:23PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A712524,,09/24/15,6:24PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A712525,,09/24/15,6:24PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A712523,,09/24/15,6:24PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A712133,*Molly,09/24/15,6:27PM,Adoption,,Dog,Spayed Female,3 years,Chinese Sharpei Mix,White/Brown
A708878,*Kita,09/25/15,8:17AM,Adoption,Foster,Dog,Spayed Female,2 months,Catahoula Mix,White/Black
A699032,Blacky,09/25/15,8:22AM,Adoption,Foster,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Tortie
